date,total_trade_amount,cash_trade_amount,cash_ratio,cash_model_percent,cash_vs_model_diff,total_securities,num_sleeves
2025-08-20,289030.44,93907.64,0.3249,17.62,14.87,55,5
2025-08-21,151410.15,58973.34,0.3895,22.21,16.74,37,5
2025-08-22,42376.13,9619.13,0.227,23.61,-0.91,26,5
2025-08-23,463502.23,78917.21,0.1703,16.22,0.81,32,6
2025-08-24,129495.53,44961.29,0.3472,14.52,20.2,27,2
2025-08-25,198898.67,78577.72,0.3951,31.75,7.76,15,6
2025-08-26,12764.06,1961.54,0.1537,19.81,-4.44,11,2
2025-08-27,20089.1,7757.72,0.3862,20.61,18.01,26,7
2025-08-28,350786.48,96037.61,0.2738,30.14,-2.76,43,3
2025-08-29,465671.55,35817.26,0.0769,20.11,-12.42,12,6
2025-08-30,271458.9,106096.24,0.3908,14.07,25.01,37,5
2025-08-31,186897.46,54521.74,0.2917,15.09,14.08,51,5
2025-09-01,34248.35,11702.56,0.3417,34.97,-0.8,6,7
2025-09-02,382690.38,77588.57,0.2027,30.91,-10.64,29,3
2025-09-03,165571.53,42031.89,0.2539,13.95,11.44,11,4
2025-09-04,295630.76,82020.94,0.2774,34.25,-6.51,24,2
2025-09-05,361594.46,51954.24,0.1437,8.48,5.89,27,6
2025-09-06,359653.65,31566.79,0.0878,8.65,0.13,9,2
2025-09-07,125980.52,44446.69,0.3528,30.94,4.34,14,9
2025-09-08,245904.95,34434.77,0.14,27.77,-13.77,49,5
2025-09-09,92625.02,9604.18,0.1037,25.99,-15.62,28,5
2025-09-10,412196.69,154704.99,0.3753,23.38,14.15,36,7
2025-09-11,38664.81,3564.3,0.0922,7.14,2.08,55,9
2025-09-12,345895.47,124190.37,0.359,29.25,6.65,40,8
2025-09-13,383557.66,41921.32,0.1093,5.03,5.9,27,3
2025-09-14,498665.14,92795.65,0.1861,15.26,3.35,13,1
2025-09-15,157609.47,10575.32,0.0671,11.14,-4.43,19,8
2025-09-16,221842.89,17538.56,0.0791,27.67,-19.76,6,8
2025-09-17,114159.67,18679.8,0.1636,33.85,-17.49,6,1
2025-09-18,297263.12,42034.88,0.1414,14.13,0.01,8,2
2025-09-19,445618.66,129738.22,0.2911,34.45,-5.34,51,3
2025-09-20,395656.79,153841.06,0.3888,7.04,31.84,24,2
2025-09-21,295892.61,56343.11,0.1904,20.56,-1.52,30,5
2025-09-22,58313.11,16090.86,0.2759,24.6,2.99,57,1
2025-09-23,461717.86,57384.1,0.1243,34.92,-22.49,13,2
2025-09-24,391915.37,103925.73,0.2652,28.75,-2.23,20,9
2025-09-25,71741.53,19606.46,0.2733,33.9,-6.57,42,6
2025-09-26,440462.57,140088.08,0.318,26.74,5.06,15,2
2025-09-27,129989.93,29113.02,0.224,8.02,14.38,46,3
2025-09-28,107334.11,17463.93,0.1627,28.77,-12.5,45,7
2025-09-29,163553.1,50001.72,0.3057,21.8,8.77,42,2
2025-09-30,241380.7,22098.66,0.0916,23.84,-14.68,15,7
2025-10-01,172526.85,45138.35,0.2616,30.45,-4.29,50,8
2025-10-02,237147.12,85520.69,0.3606,15.48,20.58,56,3
2025-10-03,470554.14,108787.1,0.2312,17.99,5.13,7,9
2025-10-04,46474.83,7008.94,0.1508,30.64,-15.56,17,1
2025-10-05,359339.26,126980.07,0.3534,29.04,6.3,33,6
2025-10-06,269310.11,66175.88,0.2457,8.29,16.28,21,4
2025-10-07,358574.33,71523.08,0.1995,11.71,8.24,56,2
2025-10-08,249397.44,13202.31,0.0529,10.36,-5.07,9,3
2025-10-09,241219.84,21202.87,0.0879,7.83,0.96,54,6
2025-10-10,149846.13,42240.17,0.2819,26.13,2.06,12,9
2025-10-11,218961.71,71646.8,0.3272,31.32,1.4,34,6
2025-10-12,42780.51,16155.35,0.3776,12.83,24.93,44,5
2025-10-13,239151.68,43504.52,0.1819,6.52,11.67,33,8
2025-10-14,474775.61,110895.33,0.2336,6.18,17.18,16,9
2025-10-15,198628.02,23603.84,0.1188,12.7,-0.82,51,7
2025-10-16,37272.18,9847.39,0.2642,10.75,15.67,26,4
2025-10-17,228551.41,38663.86,0.1692,34.25,-17.33,40,3
2025-10-18,299855.29,71103.86,0.2371,10.54,13.17,18,6
2025-10-19,54633.11,11940.7,0.2186,25.8,-3.94,7,3
2025-10-20,70131.06,23437.84,0.3342,25.73,7.69,6,9
2025-10-21,311884.43,108194.54,0.3469,16.31,18.38,38,6
2025-10-22,146791.54,23515.55,0.1602,10.7,5.32,16,5
2025-10-23,419851.01,24394.96,0.0581,28.32,-22.51,55,5
2025-10-24,13364.31,1535.94,0.1149,30.36,-18.87,33,6
2025-10-25,376615.47,55151.79,0.1464,18.93,-4.29,19,8
2025-10-26,73888.14,7333.48,0.0993,9.91,0.02,52,1
2025-10-27,268392.4,83460.21,0.311,9.06,22.04,20,3
2025-10-28,463151.87,146400.8,0.3161,14.18,17.43,15,3
2025-10-29,168295.67,52778.86,0.3136,19.56,11.8,21,6
2025-10-30,49854.0,18284.37,0.3668,15.61,21.07,9,5
2025-10-31,28420.87,3558.66,0.1252,17.46,-4.94,47,1
2025-11-01,166467.49,19895.8,0.1195,28.9,-16.95,31,2
2025-11-02,265727.42,82247.96,0.3095,31.26,-0.31,25,7
2025-11-03,398865.36,30707.37,0.077,7.79,-0.09,31,1
2025-11-04,198831.55,63111.4,0.3174,22.15,9.59,17,5
2025-11-05,382739.62,136272.68,0.356,13.11,22.49,57,6
2025-11-06,96751.44,21020.59,0.2173,28.41,-6.68,9,4
2025-11-07,463391.18,128906.47,0.2782,30.07,-2.25,25,7
2025-11-08,365613.8,72299.82,0.1977,26.15,-6.38,50,7
2025-11-09,293767.14,21805.94,0.0742,17.29,-9.87,59,9
2025-11-10,145746.79,52290.84,0.3588,29.73,6.15,23,3
2025-11-11,125341.97,32639.17,0.2604,22.54,3.5,21,9
2025-11-12,380666.27,105031.9,0.2759,17.83,9.76,36,6
2025-11-13,109905.3,13842.53,0.1259,30.93,-18.34,31,1
2025-11-14,66826.28,3839.19,0.0575,26.79,-21.04,11,7
2025-11-15,307119.06,43332.59,0.1411,23.08,-8.97,53,8
2025-11-16,112531.42,26735.53,0.2376,24.47,-0.71,10,6
2025-11-17,424526.24,93118.98,0.2193,20.66,1.27,28,8
2025-11-18,284764.65,33947.48,0.1192,10.03,1.89,17,5
2025-05-23,186285.54,71061.7,0.3815,29.17,8.98,7,5
2025-05-24,293971.1,103983.05,0.3537,13.53,21.84,35,3
2025-05-25,108287.76,16106.97,0.1487,9.35,5.52,34,1
2025-05-26,60975.79,14467.13,0.2373,25.27,-1.54,45,9
2025-05-27,458325.69,38872.55,0.0848,8.27,0.21,19,3
2025-05-28,349795.56,39867.66,0.114,34.56,-23.16,41,7
2025-05-29,63003.47,24801.59,0.3937,5.18,34.19,10,6
2025-05-30,198129.41,76100.94,0.3841,33.89,4.52,21,2
2025-05-31,57297.73,5243.84,0.0915,25.91,-16.76,18,2
2025-06-01,334459.67,73199.64,0.2189,7.07,14.82,29,7
2025-06-02,243247.58,37073.49,0.1524,10.1,5.14,55,8
2025-06-03,314339.08,89878.43,0.2859,23.04,5.55,19,8
2025-06-04,67255.64,25035.32,0.3722,28.04,9.18,9,3
2025-06-05,264100.27,32157.31,0.1218,19.68,-7.5,27,2
2025-06-06,257730.59,102459.04,0.3975,13.13,26.62,58,2
2025-06-07,483766.37,151975.97,0.3142,25.76,5.66,13,7
2025-06-08,80890.45,21126.78,0.2612,32.67,-6.55,6,8
2025-06-09,493162.8,195852.91,0.3971,18.02,21.69,57,3
2025-06-10,385124.6,123711.62,0.3212,21.73,10.39,25,6
2025-06-11,423286.11,160962.61,0.3803,28.32,9.71,24,6
2025-06-12,87604.96,30617.8,0.3495,33.35,1.6,6,4
2025-06-13,103817.32,11183.28,0.1077,5.68,5.09,21,8
2025-06-14,97718.6,9238.13,0.0945,26.88,-17.43,24,8
2025-06-15,353756.69,100131.53,0.2831,20.53,7.78,22,6
2025-06-16,277029.51,48308.42,0.1744,18.12,-0.68,21,2
2025-06-17,484061.69,185026.83,0.3822,27.48,10.74,13,6
2025-06-18,376885.35,65693.07,0.1743,12.84,4.59,15,5
2025-06-19,390316.99,26301.0,0.0674,7.2,-0.46,17,1
2025-06-20,161449.34,21514.74,0.1333,17.56,-4.23,37,7
2025-06-21,347836.99,138368.57,0.3978,21.51,18.27,50,9
2025-06-22,110484.74,26339.91,0.2384,24.32,-0.48,58,3
2025-06-23,92340.41,30099.27,0.326,11.42,21.18,28,7
2025-06-24,450375.04,120794.02,0.2682,28.16,-1.34,52,1
2025-06-25,318238.28,37495.38,0.1178,20.62,-8.84,50,2
2025-06-26,263350.07,34255.74,0.1301,11.64,1.37,10,4
2025-06-27,494370.95,108358.78,0.2192,26.0,-4.08,29,6
2025-06-28,342303.66,78975.31,0.2307,29.58,-6.51,25,9
2025-06-29,231863.85,79810.84,0.3442,20.92,13.5,27,4
2025-06-30,82155.44,27351.35,0.3329,21.25,12.04,33,7
2025-07-01,374559.18,55512.39,0.1482,23.21,-8.39,41,5
2025-07-02,42598.95,7486.05,0.1757,25.25,-7.68,36,6
2025-07-03,194063.38,14765.86,0.0761,28.2,-20.59,58,3
2025-07-04,365659.44,59775.09,0.1635,31.24,-14.89,29,1
2025-07-05,171747.56,17515.03,0.102,28.17,-17.97,57,1
2025-07-06,15126.15,4857.2,0.3211,32.61,-0.5,28,6
2025-07-07,399654.22,58609.55,0.1467,20.45,-5.78,55,1
2025-07-08,142322.5,13369.24,0.0939,9.53,-0.14,13,5
2025-07-09,39333.79,2005.84,0.051,30.77,-25.67,58,4
2025-07-10,162888.75,38053.83,0.2336,16.95,6.41,11,5
2025-07-11,289283.23,66766.03,0.2308,23.44,-0.36,39,2
2025-07-12,432918.49,76422.81,0.1765,13.43,4.22,26,8
2025-07-13,108386.76,8731.36,0.0806,13.9,-5.84,6,9
2025-07-14,58048.39,11094.11,0.1911,17.52,1.59,5,9
2025-07-15,399302.22,98760.8,0.2473,19.98,4.75,28,5
2025-07-16,349453.91,57940.49,0.1658,19.28,-2.7,47,5
2025-07-17,79245.65,14776.18,0.1865,6.34,12.31,24,1
2025-07-18,262162.49,69420.35,0.2648,12.27,14.21,56,3
2025-07-19,406480.44,142578.06,0.3508,18.71,16.37,20,3
2025-07-20,104119.28,5586.59,0.0537,30.94,-25.57,53,8
2025-07-21,122189.4,44805.37,0.3667,19.35,17.32,7,1
2025-07-22,188152.18,49880.83,0.2651,31.39,-4.88,22,2
2025-07-23,56878.63,9319.25,0.1638,24.15,-7.77,37,3
2025-07-24,65624.4,12331.96,0.1879,12.56,6.23,28,9
2025-07-25,403786.75,92235.78,0.2284,11.48,11.36,40,9
2025-07-26,26161.91,9032.6,0.3453,23.07,11.46,16,3
2025-07-27,243250.83,12784.5,0.0526,28.76,-23.5,44,1
2025-07-28,408031.3,82680.04,0.2026,9.43,10.83,13,9
2025-07-29,248621.77,14290.82,0.0575,8.71,-2.96,20,6
2025-07-30,439853.67,139005.42,0.316,19.72,11.88,7,2
2025-07-31,113227.83,43787.93,0.3867,9.22,29.45,19,3
2025-08-01,241627.2,28448.37,0.1177,10.6,1.17,22,7
2025-08-02,51892.92,9565.3,0.1843,15.4,3.03,22,3
2025-08-03,260005.18,56729.65,0.2182,30.71,-8.89,11,5
2025-08-04,404296.0,135264.12,0.3346,13.41,20.05,16,4
2025-08-05,112471.32,18042.82,0.1604,23.44,-7.4,13,6
2025-08-06,163776.35,38117.07,0.2327,34.17,-10.9,27,6
2025-08-07,212748.82,75591.63,0.3553,20.8,14.73,20,9
2025-08-08,485653.47,29082.79,0.0599,10.23,-4.24,53,6
2025-08-09,376205.21,69819.58,0.1856,27.32,-8.76,56,1
2025-08-10,255442.31,33478.16,0.1311,25.25,-12.14,25,4
2025-08-11,84084.0,6343.16,0.0754,23.13,-15.59,53,7
2025-08-12,109923.66,43451.93,0.3953,14.63,24.9,33,6
2025-08-13,449975.02,60875.78,0.1353,33.84,-20.31,32,9
2025-08-14,286314.5,73919.08,0.2582,14.32,11.5,18,1
2025-08-15,348554.16,73868.48,0.2119,25.51,-4.32,12,6
2025-08-16,386381.71,73869.16,0.1912,28.45,-9.33,43,6
2025-08-17,218764.85,43459.82,0.1987,10.89,8.98,44,4
2025-08-18,33520.26,9393.96,0.2802,33.75,-5.73,32,2
2025-08-19,108224.23,25902.5,0.2393,28.84,-4.91,22,3
2025-08-20,19490.06,4746.73,0.2435,28.11,-3.76,35,3
2025-08-21,450414.8,152901.62,0.3395,28.84,5.11,14,1
2025-08-22,477574.09,96412.58,0.2019,20.32,-0.13,22,5
2025-08-23,54946.57,4780.11,0.087,22.19,-13.49,52,2
2025-08-24,156103.49,22098.52,0.1416,10.11,4.05,19,6
2025-08-25,274387.85,69300.06,0.2526,29.67,-4.41,18,7
2025-08-26,61475.15,3522.15,0.0573,31.06,-25.33,18,6
2025-08-27,81785.47,29991.86,0.3667,10.71,25.96,59,5
2025-08-28,11661.71,3715.3,0.3186,5.1,26.76,25,6
2025-08-29,486250.78,41905.78,0.0862,22.65,-14.03,13,4
2025-08-30,191472.76,12237.86,0.0639,34.09,-27.7,37,1
2025-08-31,354762.92,21601.3,0.0609,13.89,-7.8,44,9
2025-09-01,99960.44,10407.16,0.1041,17.34,-6.93,5,9
2025-09-02,148467.61,17269.74,0.1163,12.02,-0.39,41,7
2025-09-03,66045.45,6004.56,0.0909,9.75,-0.66,5,4
2025-09-04,20798.52,5972.9,0.2872,24.52,4.2,53,9
2025-09-05,179718.2,60076.02,0.3343,33.4,0.03,49,7
2025-09-06,303270.27,89581.94,0.2954,8.23,21.31,31,6
2025-09-07,485317.17,172411.11,0.3553,33.43,2.1,32,1
2025-09-08,312355.84,111694.99,0.3576,8.97,26.79,50,4
2025-09-09,475483.43,109048.56,0.2293,31.4,-8.47,27,5
2025-09-10,149630.18,35019.37,0.234,5.57,17.83,45,1
2025-09-11,96064.11,14483.32,0.1508,10.51,4.57,38,2
2025-09-12,361780.36,126923.67,0.3508,31.93,3.15,45,1
2025-09-13,479660.29,164781.94,0.3435,31.14,3.21,30,9
2025-09-14,245855.15,63875.25,0.2598,25.86,0.12,32,2
2025-09-15,349709.25,86698.59,0.2479,18.63,6.16,34,9
2025-09-16,407414.52,123826.06,0.3039,15.4,14.99,23,4
2025-09-17,463064.58,71478.16,0.1544,32.62,-17.18,20,7
2025-09-18,98591.92,26774.77,0.2716,21.21,5.95,16,2
2025-09-19,254010.75,48216.31,0.1898,12.96,6.02,49,4
2025-09-20,328379.26,24448.96,0.0745,13.55,-6.1,10,3
2025-09-21,457516.67,59486.07,0.13,20.39,-7.39,53,7
2025-09-22,304256.89,27374.03,0.09,11.67,-2.67,20,5
2025-09-23,359668.15,19639.24,0.0546,16.68,-11.22,37,4
2025-09-24,184091.14,47675.77,0.259,16.48,9.42,44,3
2025-09-25,377448.81,134473.14,0.3563,12.81,22.82,33,7
2025-09-26,360636.42,77245.98,0.2142,7.74,13.68,30,3
2025-09-27,42396.2,16690.79,0.3937,32.26,7.11,43,2
2025-09-28,429144.28,23984.2,0.0559,8.75,-3.16,28,2
2025-09-29,109621.4,11289.97,0.103,8.18,2.12,23,8
2025-09-30,249704.71,66139.81,0.2649,11.92,14.57,48,8
2025-10-01,50269.44,5950.45,0.1184,25.17,-13.33,53,2
2025-10-02,303859.99,32859.5,0.1081,26.49,-15.68,11,3
2025-10-03,84972.8,10737.84,0.1264,22.14,-9.5,27,5
2025-10-04,339821.49,125167.81,0.3683,21.3,15.53,43,2
2025-10-05,313082.23,81483.17,0.2603,13.15,12.88,50,3
2025-10-06,157745.44,59155.76,0.375,23.14,14.36,51,6
2025-10-07,344346.61,17775.65,0.0516,32.52,-27.36,16,9
2025-10-08,464437.03,39251.25,0.0845,8.75,-0.3,45,3
2025-10-09,344257.59,128255.14,0.3726,15.83,21.43,47,1
2025-10-10,369620.58,110323.93,0.2985,24.11,5.74,32,2
2025-10-11,469926.95,171763.95,0.3655,23.8,12.75,20,9
2025-10-12,24946.7,5762.85,0.231,24.32,-1.22,29,8
2025-10-13,183716.88,47074.74,0.2562,21.48,4.14,49,4
2025-10-14,61045.2,7281.85,0.1193,18.4,-6.47,53,2
2025-10-15,263844.3,38798.22,0.147,14.6,0.1,27,1
2025-10-16,437176.0,23003.66,0.0526,26.14,-20.88,40,4
2025-10-17,398744.95,149596.52,0.3752,15.03,22.49,18,2
2025-10-18,340589.85,53183.28,0.1562,23.65,-8.03,33,1
2025-10-19,442710.56,164893.74,0.3725,24.75,12.5,17,5
2025-10-20,346700.75,32978.15,0.0951,23.21,-13.7,46,1
2025-10-21,400102.38,81540.0,0.2038,32.43,-12.05,20,8
2025-10-22,361294.03,30378.08,0.0841,22.21,-13.8,44,8
2025-10-23,197181.82,64385.23,0.3265,26.55,6.1,23,8
2025-10-24,371989.73,130148.95,0.3499,9.4,25.59,26,6
2025-10-25,221264.54,61176.52,0.2765,14.14,13.51,47,2
2025-10-26,379144.92,105396.94,0.278,14.8,13.0,28,6
2025-10-27,42664.74,3995.26,0.0936,16.21,-6.85,13,4
2025-10-28,103549.68,15446.06,0.1492,6.8,8.12,9,2
2025-10-29,465249.75,93664.94,0.2013,12.96,7.17,55,7
2025-10-30,132264.75,36361.67,0.2749,13.68,13.81,9,7
2025-10-31,81413.43,18429.02,0.2264,17.06,5.58,16,1
2025-11-01,213469.58,29319.3,0.1373,22.96,-9.23,8,4
2025-11-02,200669.9,34293.37,0.1709,33.44,-16.35,28,6
2025-11-03,389278.76,151256.8,0.3886,26.11,12.75,55,3
2025-11-04,314825.99,115977.68,0.3684,11.16,25.68,55,5
2025-11-05,290045.43,53773.69,0.1854,6.65,11.89,40,3
2025-11-06,38789.99,7947.56,0.2049,33.41,-12.92,8,2
2025-11-07,323008.22,64464.78,0.1996,14.88,5.08,12,5
2025-11-08,288896.1,85985.03,0.2976,9.59,20.17,29,9
2025-11-09,386748.91,115012.13,0.2974,32.63,-2.89,56,7
2025-11-10,234176.45,90393.07,0.386,28.52,10.08,37,7
2025-11-11,220783.38,18344.06,0.0831,5.8,2.51,13,4
2025-11-12,397866.74,57923.88,0.1456,29.38,-14.82,33,3
2025-11-13,495786.29,41207.82,0.0831,33.55,-25.24,9,6
2025-11-14,346192.7,116399.01,0.3362,21.97,11.65,29,2
2025-11-15,483861.68,94155.41,0.1946,20.75,-1.29,11,9
2025-11-16,248200.24,48747.69,0.1964,25.03,-5.39,8,2
2025-11-17,430807.94,168906.66,0.3921,23.4,15.81,55,6
2025-11-18,232093.41,57311.73,0.2469,26.89,-2.2,40,6
2025-05-23,177359.68,26599.09,0.15,26.41,-11.41,23,9
2025-05-24,405500.67,93948.6,0.2317,26.39,-3.22,16,6
2025-05-25,359455.55,125519.62,0.3492,13.29,21.63,55,8
2025-05-26,112798.58,33258.74,0.2949,20.05,9.44,45,3
2025-05-27,164547.12,20206.64,0.1228,7.77,4.51,26,6
2025-05-28,317110.23,61803.25,0.1949,29.08,-9.59,24,7
2025-05-29,440959.28,132664.81,0.3009,34.31,-4.22,33,6
2025-05-30,30228.56,10411.03,0.3444,6.12,28.32,21,4
2025-05-31,133365.22,43749.94,0.328,9.09,23.71,57,3
2025-06-01,335842.81,27420.56,0.0816,23.12,-14.96,5,9
2025-06-02,111253.34,40961.82,0.3682,16.99,19.83,5,1
2025-06-03,412684.7,119907.51,0.2906,21.23,7.83,22,3
2025-06-04,76163.88,25710.08,0.3376,21.73,12.03,44,2
2025-06-05,279756.88,81066.18,0.2898,9.39,19.59,51,9
2025-06-06,83394.76,10284.87,0.1233,22.67,-10.34,36,1
2025-06-07,338276.18,54876.0,0.1622,31.84,-15.62,47,4
2025-06-08,226409.65,54248.45,0.2396,11.84,12.12,33,8
2025-06-09,206486.48,71589.35,0.3467,25.74,8.93,41,3
2025-06-10,476896.89,173049.13,0.3629,17.86,18.43,25,3
2025-06-11,257051.9,75455.17,0.2935,18.37,10.98,24,1
2025-06-12,316301.02,21611.11,0.0683,30.12,-23.29,40,3
2025-06-13,29229.11,2347.54,0.0803,28.14,-20.11,56,3
2025-06-14,448832.33,112187.84,0.25,25.64,-0.64,58,3
2025-06-15,409903.82,129912.93,0.3169,31.78,-0.09,31,9
2025-06-16,90039.98,7086.84,0.0787,29.65,-21.78,50,7
2025-06-17,486937.35,67878.94,0.1394,7.38,6.56,32,4
2025-06-18,255807.73,44789.91,0.1751,17.95,-0.44,20,5
2025-06-19,31556.6,7556.45,0.2395,11.76,12.19,5,7
2025-06-20,251658.48,65936.48,0.262,15.03,11.17,46,6
2025-06-21,231971.04,80887.63,0.3487,30.71,4.16,38,8
2025-06-22,86766.68,26053.55,0.3003,31.2,-1.17,5,3
2025-06-23,72296.1,27877.45,0.3856,33.06,5.5,11,6
2025-06-24,298199.02,115464.11,0.3872,28.33,10.39,5,7
2025-06-25,38923.94,9059.45,0.2327,31.91,-8.64,48,2
2025-06-26,472170.82,85227.57,0.1805,22.59,-4.54,52,2
2025-06-27,454028.52,40986.38,0.0903,27.73,-18.7,50,6
2025-06-28,271044.66,85710.96,0.3162,6.22,25.4,51,4
2025-06-29,59584.12,7611.83,0.1277,13.37,-0.6,20,4
2025-06-30,105848.99,12478.23,0.1179,25.13,-13.34,44,5
2025-07-01,329412.01,122314.18,0.3713,24.11,13.02,38,7
2025-07-02,198056.74,72545.81,0.3663,18.79,17.84,26,3
2025-07-03,306424.93,38552.23,0.1258,9.03,3.55,24,3
2025-07-04,349294.86,92258.12,0.2641,10.17,16.24,39,6
2025-07-05,171523.52,9503.4,0.0554,14.17,-8.63,24,7
2025-07-06,415811.05,52927.39,0.1273,32.26,-19.53,21,5
2025-07-07,337036.34,65298.42,0.1937,23.74,-4.37,25,1
2025-07-08,80410.37,23187.39,0.2884,33.46,-4.62,53,1
2025-07-09,354318.29,79400.82,0.2241,14.56,7.85,45,4
2025-07-10,95143.2,13774.18,0.1448,19.6,-5.12,37,5
2025-07-11,176397.59,30848.61,0.1749,26.41,-8.92,18,4
2025-07-12,486207.78,103430.41,0.2127,16.14,5.13,44,6
2025-07-13,390930.72,32564.13,0.0833,27.19,-18.86,7,3
2025-07-14,82839.18,10774.45,0.1301,18.16,-5.15,42,2
2025-07-15,485849.16,108550.87,0.2234,8.8,13.54,23,5
2025-07-16,263780.73,36153.76,0.1371,23.51,-9.8,58,4
2025-07-17,19060.02,6673.52,0.3501,21.39,13.62,53,3
2025-07-18,276892.68,96131.01,0.3472,18.33,16.39,33,4
2025-07-19,381842.72,125797.81,0.3294,24.43,8.51,47,6
2025-07-20,140964.53,34543.53,0.2451,13.68,10.83,30,2
2025-07-21,212467.79,35125.47,0.1653,10.97,5.56,55,5
2025-07-22,85364.02,24120.13,0.2826,32.08,-3.82,52,3
2025-07-23,372178.03,135674.46,0.3645,27.04,9.41,40,3
2025-07-24,468255.24,109454.24,0.2337,32.08,-8.71,32,7
2025-07-25,181476.33,29853.4,0.1645,11.24,5.21,21,2
2025-07-26,231211.53,25015.56,0.1082,24.39,-13.57,48,5
2025-07-27,283128.59,79579.88,0.2811,20.7,7.41,20,1
2025-07-28,347206.66,129254.26,0.3723,5.63,31.6,12,8
2025-07-29,118800.62,17986.83,0.1514,17.07,-1.93,5,1
2025-07-30,308036.21,79899.49,0.2594,14.34,11.6,55,5
2025-07-31,278730.3,58146.84,0.2086,29.66,-8.8,22,8
2025-08-01,308179.79,19669.3,0.0638,14.73,-8.35,54,1
2025-08-02,111190.16,31729.68,0.2854,16.04,12.5,51,1
2025-08-03,435659.59,52361.82,0.1202,22.28,-10.26,21,6
2025-08-04,227681.09,30245.58,0.1328,29.6,-16.32,44,7
2025-08-05,37603.73,13039.0,0.3467,22.9,11.77,37,9
2025-08-06,29169.69,11269.02,0.3863,20.09,18.54,28,9
2025-08-07,402427.95,79931.38,0.1986,25.17,-5.31,46,7
2025-08-08,169268.09,63891.57,0.3775,11.97,25.78,38,5
2025-08-09,474291.19,185493.51,0.3911,17.78,21.33,7,3
2025-08-10,164898.35,28825.43,0.1748,17.01,0.47,33,1
2025-08-11,310050.2,123075.95,0.397,30.2,9.5,58,8
2025-08-12,340389.07,114859.9,0.3374,33.12,0.62,41,5
2025-08-13,489598.45,55574.73,0.1135,16.86,-5.51,8,1
2025-08-14,437857.65,38379.62,0.0877,19.31,-10.54,21,8
2025-08-15,320648.75,71627.55,0.2234,15.25,7.09,18,3
2025-08-16,80962.73,25110.23,0.3101,29.81,1.2,7,4
2025-08-17,339765.84,91432.38,0.2691,17.26,9.65,50,4
2025-08-18,432795.65,64235.54,0.1484,15.37,-0.53,32,9
2025-08-19,191051.06,31082.83,0.1627,8.19,8.08,48,2
2025-08-20,53192.59,16396.8,0.3083,6.02,24.81,39,8
2025-08-21,362685.21,72582.87,0.2001,8.13,11.88,44,3
2025-08-22,21247.38,3421.67,0.161,9.73,6.37,24,3
2025-08-23,359059.45,82070.43,0.2286,5.77,17.09,48,8
2025-08-24,215741.43,50986.38,0.2363,14.91,8.72,23,9
2025-08-25,171631.35,57248.66,0.3336,7.05,26.31,57,3
2025-08-26,479495.96,119750.19,0.2497,11.66,13.31,51,7
2025-08-27,131927.97,21907.76,0.1661,5.0,11.61,7,2
2025-08-28,126108.97,31666.71,0.2511,29.24,-4.13,19,4
2025-08-29,350785.93,81149.92,0.2313,18.81,4.32,26,1
2025-08-30,338458.48,92411.16,0.273,28.77,-1.47,51,8
2025-08-31,436750.91,86510.49,0.1981,33.08,-13.27,37,9
2025-09-01,140324.72,25090.23,0.1788,20.56,-2.68,30,2
2025-09-02,437960.45,83971.35,0.1917,16.22,2.95,46,6
2025-09-03,246561.47,33167.87,0.1345,29.96,-16.51,43,7
2025-09-04,200268.81,61483.34,0.307,33.19,-2.49,42,4
2025-09-05,33154.09,2440.05,0.0736,11.98,-4.62,10,6
2025-09-06,126304.91,42781.97,0.3387,11.36,22.51,53,8
2025-09-07,117246.81,21830.57,0.1862,9.74,8.88,19,5
2025-09-08,186375.01,24712.3,0.1326,25.57,-12.31,7,7
2025-09-09,460795.78,152349.32,0.3306,33.4,-0.34,55,6
2025-09-10,208439.54,39913.07,0.1915,30.71,-11.56,35,3
2025-09-11,315835.88,16844.43,0.0533,7.85,-2.52,53,5
2025-09-12,34256.09,6004.82,0.1753,25.26,-7.73,7,2
2025-09-13,462892.97,108048.14,0.2334,34.11,-10.77,40,8
2025-09-14,410621.55,112288.56,0.2735,20.13,7.22,19,5
2025-09-15,293663.4,96539.39,0.3287,24.26,8.61,12,3
2025-09-16,238262.91,66996.54,0.2812,28.36,-0.24,53,8
2025-09-17,437489.42,169886.15,0.3883,6.08,32.75,37,2
2025-09-18,61474.97,20520.94,0.3338,29.17,4.21,32,5
2025-09-19,458610.24,45930.74,0.1002,24.36,-14.34,5,2
2025-09-20,456572.44,117588.29,0.2575,20.02,5.73,12,4
2025-09-21,236095.53,26776.49,0.1134,25.3,-13.96,26,5
2025-09-22,35376.71,8973.07,0.2536,17.43,7.93,33,1
2025-09-23,353246.02,74024.35,0.2096,19.79,1.17,51,4
2025-09-24,246405.78,33691.78,0.1367,9.35,4.32,45,1
2025-09-25,387939.59,79141.5,0.204,27.1,-6.7,26,9
2025-09-26,231630.02,72089.06,0.3112,14.51,16.61,34,1
2025-09-27,344551.02,98879.46,0.287,17.48,11.22,22,8
2025-09-28,43169.43,6621.72,0.1534,8.57,6.77,8,2
2025-09-29,353171.69,89394.07,0.2531,22.61,2.7,40,6
2025-09-30,189287.47,68685.9,0.3629,5.31,30.98,18,5
2025-10-01,321037.33,113521.89,0.3536,6.01,29.35,6,7
2025-10-02,39780.38,8570.62,0.2154,32.1,-10.56,52,6
2025-10-03,321352.44,93754.19,0.2917,12.56,16.61,41,8
